"","personalWeight","sex","race","state","hisp","tech"
"277",110,"Male","White","Georgia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"278",100,"Female","White","District of Columbia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"279",86,"Male","Hispanic","Florida","24","CMM-COMPUTER SYSTEMS ANALYSTS"
"280",33,"Male","White","Louisiana","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"281",100,"Female","White","Michigan","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"282",81,"Male","White","Utah","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"283",68,"Male","White","North Carolina","1","CMM-COMPUTER NETWORK ARCHITECTS"
"284",88,"Female","White","Wisconsin","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"285",107,"Male","White","District of Columbia","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"286",139,"Male","White","Maryland","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"287",101,"Male","Asian","Oregon","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"288",53,"Female","Asian","Oregon","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"289",77,"Male","Hispanic","Texas","2","CMM-COMPUTER SYSTEMS ANALYSTS"
"290",449,"Male","Asian","Florida","1","CMM-COMPUTER PROGRAMMERS"
"291",385,"Female","Asian","Florida","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"292",84,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"293",61,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"294",85,"Female","White","Arkansas","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"295",132,"Female","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"296",147,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"297",90,"Male","White","Idaho","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"298",67,"Female","White","Massachusetts","1","CMM-WEB DEVELOPERS"
"299",86,"Female","White","New York","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"300",272,"Male","Black","Texas","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"301",75,"Male","White","Pennsylvania","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"302",75,"Female","White","Oregon","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"303",69,"Male","White","Texas","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"304",180,"Female","White","Tennessee","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"305",28,"Male","Black","Florida","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"306",64,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"307",309,"Male","White","Florida","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"308",52,"Female","Asian","California","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"309",56,"Female","Black","District of Columbia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"310",226,"Male","Hispanic","California","2","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"311",106,"Male","White","Maryland","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"312",408,"Male","White","California","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"313",73,"Female","Asian","Illinois","1","CMM-COMPUTER PROGRAMMERS"
"314",82,"Male","White","Washington","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"315",60,"Male","White","Ohio","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"316",71,"Male","White","Iowa","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"317",140,"Male","Hispanic","Massachusetts","8","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"318",116,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"319",109,"Male","Asian","Utah","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"320",134,"Female","Asian","Utah","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"321",75,"Male","White","North Carolina","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"322",78,"Male","White","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"323",164,"Male","White","Alabama","1","CMM-COMPUTER PROGRAMMERS"
"324",57,"Male","White","Florida","1","CMM-COMPUTER PROGRAMMERS"
"325",83,"Male","White","Hawaii","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"326",102,"Female","Asian","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"327",55,"Male","White","Texas","1","CMM-COMPUTER PROGRAMMERS"
"328",49,"Female","White","North Carolina","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"329",177,"Female","White","Georgia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"330",51,"Female","Black","Ohio","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"331",319,"Male","White","North Carolina","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"332",49,"Male","White","California","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"333",81,"Male","White","Indiana","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"334",71,"Male","White","Texas","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"335",59,"Male","White","Florida","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"336",237,"Male","Two or More Races","Virginia","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"337",94,"Male","Asian","California","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"338",360,"Male","Asian","Minnesota","1","CMM-COMPUTER PROGRAMMERS"
"339",122,"Female","Asian","Minnesota","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"340",74,"Male","White","Arizona","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"341",110,"Male","White","Missouri","1","CMM-COMPUTER NETWORK ARCHITECTS"
"342",67,"Male","White","New York","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"343",113,"Male","White","Nevada","1","CMM-DATABASE ADMINISTRATORS"
"344",140,"Female","White","Indiana","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"345",143,"Male","White","Pennsylvania","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"346",54,"Male","White","Pennsylvania","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"347",32,"Male","Black","North Carolina","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"348",65,"Female","Black","Georgia","1","CMM-WEB DEVELOPERS"
"349",69,"Male","White","Massachusetts","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"350",269,"Female","Hispanic","Colorado","2","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"351",54,"Male","White","Massachusetts","1","CMM-COMPUTER PROGRAMMERS"
"352",73,"Female","White","Illinois","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"353",112,"Male","White","Rhode Island","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"354",111,"Male","White","Virginia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"355",42,"Male","White","Florida","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"356",142,"Male","Asian","California","1","CMM-COMPUTER PROGRAMMERS"
"357",235,"Male","White","Florida","1","CMM-WEB DEVELOPERS"
"358",74,"Female","White","California","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"359",67,"Female","White","Tennessee","1","CMM-INFORMATION SECURITY ANALYSTS"
"360",67,"Male","White","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"361",60,"Male","Asian","Massachusetts","1","CMM-COMPUTER PROGRAMMERS"
"362",112,"Female","White","Maryland","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"363",58,"Male","White","Virginia","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"364",51,"Male","White","Kentucky","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"365",58,"Male","Asian","Georgia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"366",88,"Female","White","North Carolina","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"367",71,"Female","White","Colorado","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"368",59,"Male","White","North Carolina","1","CMM-COMPUTER PROGRAMMERS"
"369",91,"Female","Asian","Washington","1","CMM-COMPUTER PROGRAMMERS"
"370",127,"Female","Black","Illinois","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"371",72,"Male","Asian","New York","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"372",114,"Male","White","Pennsylvania","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"373",148,"Male","Asian","Washington","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"374",106,"Female","Asian","Washington","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"375",67,"Male","White","Maryland","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"376",62,"Female","Hispanic","Maryland","2","CMM-COMPUTER SUPPORT SPECIALISTS"
"377",66,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"378",165,"Male","White","Texas","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"379",79,"Male","White","Maryland","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"380",158,"Male","White","New York","1","CMM-COMPUTER PROGRAMMERS"
"381",231,"Female","White","Arizona","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"382",67,"Male","White","Pennsylvania","1","CMM-COMPUTER PROGRAMMERS"
"383",54,"Female","Asian","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"384",71,"Female","Black","Louisiana","1","CMM-DATABASE ADMINISTRATORS"
"385",126,"Male","White","North Carolina","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"386",96,"Male","White","Hawaii","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"387",156,"Male","Asian","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"388",72,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"389",83,"Male","White","Minnesota","1","CMM-WEB DEVELOPERS"
"390",77,"Male","White","Pennsylvania","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"391",59,"Male","White","Massachusetts","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"392",250,"Male","White","Washington","1","CMM-COMPUTER PROGRAMMERS"
"393",72,"Female","Hispanic","Alabama","3","CMM-COMPUTER SUPPORT SPECIALISTS"
"394",68,"Male","White","Maryland","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"395",119,"Female","Hispanic","Florida","16","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"396",77,"Male","White","New York","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"397",97,"Female","White","Maine","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"398",57,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"399",63,"Male","Asian","California","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"400",63,"Male","White","Oregon","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"401",83,"Male","White","Kentucky","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"402",10,"Female","White","Illinois","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"403",44,"Female","Black","North Carolina","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"404",121,"Male","White","Virginia","1","CMM-COMPUTER PROGRAMMERS"
"405",60,"Male","White","Michigan","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"406",144,"Male","Hispanic","New York","14","CMM-COMPUTER PROGRAMMERS"
"407",67,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"408",183,"Male","White","North Carolina","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"409",13,"Male","Hispanic","New Mexico","24","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"410",137,"Male","White","Washington","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"411",87,"Male","White","Virginia","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"412",117,"Male","White","California","1","CMM-WEB DEVELOPERS"
"413",40,"Male","White","Georgia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"414",102,"Female","White","North Carolina","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"415",157,"Male","Asian","Massachusetts","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"416",98,"Male","Asian","New Jersey","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"417",59,"Male","White","Virginia","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"418",36,"Female","White","Colorado","1","CMM-DATABASE ADMINISTRATORS"
"419",134,"Male","White","New Jersey","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"420",46,"Female","White","Georgia","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"421",31,"Female","White","Pennsylvania","1","CMM-COMPUTER PROGRAMMERS"
"422",72,"Male","White","Texas","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"423",129,"Male","White","Indiana","1","CMM-COMPUTER PROGRAMMERS"
"424",54,"Male","White","South Carolina","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"425",54,"Male","Asian","California","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"426",205,"Female","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"427",142,"Male","Asian","Washington","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"428",158,"Male","White","South Carolina","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"429",95,"Male","Black","Arizona","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"430",166,"Female","White","Michigan","1","CMM-WEB DEVELOPERS"
"431",29,"Male","White","Washington","1","CMM-COMPUTER PROGRAMMERS"
"432",31,"Female","White","Iowa","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"433",331,"Female","White","Ohio","1","CMM-WEB DEVELOPERS"
"434",83,"Male","White","Massachusetts","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"435",83,"Male","White","New York","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"436",76,"Male","White","North Carolina","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"437",174,"Female","White","Minnesota","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"438",60,"Male","White","Virginia","1","CMM-WEB DEVELOPERS"
"439",121,"Male","White","Minnesota","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"440",105,"Female","White","Colorado","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"441",126,"Male","White","Michigan","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"442",64,"Female","Asian","Arizona","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"443",110,"Male","White","Alabama","1","CMM-COMPUTER PROGRAMMERS"
"444",78,"Male","Black","Massachusetts","1","CMM-COMPUTER PROGRAMMERS"
"445",78,"Male","White","Maryland","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"446",86,"Male","White","New York","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"447",76,"Male","White","Texas","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"448",113,"Male","White","North Carolina","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"449",48,"Male","Asian","California","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"450",56,"Male","White","Florida","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"451",67,"Female","White","Georgia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"452",60,"Male","White","Georgia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"453",173,"Female","White","Pennsylvania","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"454",36,"Male","Hispanic","Texas","2","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"455",124,"Male","White","New York","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"456",148,"Male","Asian","Texas","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"457",113,"Female","Asian","California","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"458",109,"Male","White","Ohio","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"459",82,"Female","Hispanic","Colorado","16","CMM-COMPUTER SYSTEMS ANALYSTS"
"460",35,"Male","White","West Virginia","1","CMM-COMPUTER PROGRAMMERS"
"461",90,"Female","White","Illinois","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"462",130,"Male","Asian","North Carolina","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"463",86,"Male","White","Massachusetts","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"464",245,"Female","White","New York","1","CMM-WEB DEVELOPERS"
"465",68,"Male","White","California","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"466",85,"Male","White","Iowa","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"467",87,"Male","Hispanic","Virginia","23","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"468",16,"Male","White","Pennsylvania","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"469",116,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"470",107,"Male","White","Wisconsin","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"471",80,"Male","White","Georgia","1","CMM-COMPUTER NETWORK ARCHITECTS"
"472",139,"Male","White","Washington","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"473",70,"Female","White","Georgia","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"474",99,"Male","White","New York","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"475",91,"Male","White","Illinois","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"476",216,"Male","White","Missouri","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"477",192,"Male","Two or More Races","North Carolina","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"478",170,"Male","White","Ohio","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"479",44,"Male","White","Pennsylvania","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"480",40,"Male","White","Wisconsin","1","CMM-COMPUTER PROGRAMMERS"
"481",67,"Female","White","Connecticut","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"482",72,"Male","White","North Carolina","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"483",156,"Male","White","South Carolina","1","CMM-WEB DEVELOPERS"
"484",104,"Male","White","Maryland","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"485",197,"Female","Black","District of Columbia","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"486",23,"Female","Asian","California","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"487",101,"Male","White","Illinois","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"488",106,"Female","White","Georgia","1","CMM-COMPUTER PROGRAMMERS"
"489",19,"Male","Hispanic","Delaware","24","CMM-COMPUTER SUPPORT SPECIALISTS"
"490",117,"Male","White","South Carolina","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"491",36,"Male","White","Washington","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"492",79,"Female","White","Tennessee","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"493",109,"Male","White","Illinois","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"494",106,"Male","White","Michigan","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"495",29,"Male","White","Michigan","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"496",76,"Male","White","California","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"497",100,"Male","Hispanic","Illinois","2","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"498",199,"Male","White","Alaska","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"499",56,"Male","White","Arizona","1","CMM-COMPUTER PROGRAMMERS"
"500",63,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"501",50,"Female","Asian","California","1","CMM-DATABASE ADMINISTRATORS"
"502",124,"Male","White","Texas","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"503",36,"Male","White","Indiana","1","CMM-COMPUTER PROGRAMMERS"
"504",31,"Female","White","Alabama","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"505",52,"Female","White","California","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"506",130,"Male","White","New York","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"507",58,"Male","White","Washington","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"508",156,"Female","White","Georgia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"509",59,"Male","White","Idaho","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"510",64,"Female","Hispanic","California","2","CMM-COMPUTER PROGRAMMERS"
"511",41,"Female","White","Arizona","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"512",39,"Male","Black","District of Columbia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"513",157,"Male","White","Virginia","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"514",24,"Male","White","New York","1","CMM-COMPUTER PROGRAMMERS"
"515",116,"Male","White","Texas","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"516",74,"Male","Hispanic","California","2","CMM-COMPUTER SYSTEMS ANALYSTS"
"517",118,"Male","White","Minnesota","1","CMM-WEB DEVELOPERS"
"518",41,"Male","White","Pennsylvania","1","CMM-COMPUTER AND INFORMATION RESEARCH SCIENTISTS"
"519",142,"Female","White","Ohio","1","CMM-COMPUTER PROGRAMMERS"
"520",150,"Male","White","Washington","1","CMM-WEB DEVELOPERS"
"521",67,"Male","Asian","Tennessee","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"522",126,"Male","Asian","New York","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"523",121,"Female","Black","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"524",98,"Female","Asian","Illinois","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"525",134,"Male","White","Utah","1","CMM-COMPUTER NETWORK ARCHITECTS"
"526",95,"Female","White","North Carolina","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"527",101,"Male","White","New York","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"528",103,"Male","White","Georgia","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"529",56,"Male","White","Illinois","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"530",279,"Male","Asian","Pennsylvania","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"531",22,"Female","Asian","Indiana","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"532",32,"Male","Asian","Kentucky","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"533",49,"Female","Black","North Carolina","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"534",81,"Male","White","New York","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"535",235,"Male","White","Florida","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"536",81,"Male","White","Colorado","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"537",65,"Female","White","Pennsylvania","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"538",79,"Female","White","North Carolina","1","CMM-COMPUTER PROGRAMMERS"
"539",185,"Male","White","Missouri","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"540",106,"Male","White","Washington","1","CMM-COMPUTER PROGRAMMERS"
"541",180,"Male","Asian","Texas","1","CMM-COMPUTER PROGRAMMERS"
"542",174,"Female","Hispanic","Idaho","2","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"543",60,"Male","White","Connecticut","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"544",3,"Male","White","Indiana","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"545",184,"Male","White","Massachusetts","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
